Id,CO2 Emissions(g/km)
59535,762.9919
59536,528.5951
59537,493.58643
59538,879.347
59539,819.9131
59540,810.3226
59541,552.5311
59542,269.75632
59543,927.765
59544,757.2803
59545,940.2436
59546,380.68655
59547,528.8404
59548,825.383
59549,679.89276
59550,478.05884
59551,845.3054
59552,483.98416
59553,725.4297
59554,449.87256
59555,720.8314
59556,496.02
59557,716.9759
59558,646.34375
59559,526.7465
59560,585.2949
59561,790.69543
59562,593.2791
59563,665.03595
59564,297.71463
59565,694.3438
59566,524.1824
59567,476.75128
59568,736.2985
59569,887.5462
59570,787.3632
59571,825.0585
59572,396.20102
59573,885.7074
59574,655.4998
59575,551.4028
59576,555.1739
59577,781.6361
59578,853.1644
59579,783.36273
59580,660.3454
59581,472.37405
59582,927.41815
59583,813.52295
59584,483.9555
59585,855.96173
59586,477.30655
59587,500.3769
59588,221.23024
59589,685.63635
59590,553.3995
59591,609.48785
59592,656.2735
59593,425.20236
59594,525.0997
59595,537.5142
59596,779.06995
59597,494.6472
59598,883.41705
59599,1109.6014
59600,726.6065
59601,468.03656
59602,632.0028
59603,1008.2913
59604,781.9578
59605,484.51746
59606,1019.2783
59607,475.8865
59608,939.58105
59609,364.5496
59610,1097.3021
59611,599.9737
59612,661.8369
59613,490.69455
59614,599.4954
59615,851.05804
59616,371.41837
59617,756.2991
59618,556.2728
59619,476.45078
59620,536.31573
59621,592.71063
59622,534.1493
59623,627.4232
59624,526.37006
59625,646.3246
59626,572.1622
59627,533.81116
59628,525.2916
59629,558.2715
59630,577.24756
59631,499.88242
59632,942.9793
59633,629.34393
59634,487.6694
59635,729.6971
59636,489.56046
59637,516.0997
59638,615.0846
59639,531.7486
59640,473.79233
59641,504.21207
59642,518.65295
59643,739.48517
59644,836.7891
59645,589.683
59646,783.4971
59647,834.35046
59648,1030.3834
59649,766.3451
59650,706.50885
59651,419.36777
59652,470.5042
59653,517.3771
59654,772.09344
59655,217.23619
59656,885.0898
59657,534.881
59658,770.53033
59659,812.28107
59660,562.526
59661,702.84705
59662,566.1261
59663,596.48364
59664,416.66727
59665,497.45767
59666,790.50543
59667,482.61673
59668,561.38116
59669,525.43445
59670,820.3602
59671,1045.0109
59672,558.36694
59673,429.07892
59674,714.90546
59675,503.1816
59676,694.38727
59677,454.2991
59678,449.5283
59679,897.04834
59680,584.2516
59681,707.9223
59682,511.11542
59683,928.90265
59684,705.29407
59685,613.8257
59686,789.11816
59687,397.7383
59688,686.4943
59689,530.6375
59690,397.73065
59691,533.55994
59692,476.02463
59693,721.62085
59694,644.8281
59695,653.3096
59696,245.19453
59697,480.2982
59698,571.926
59699,421.32278
59700,694.48566
59701,235.89116
59702,229.43773
59703,562.933
59704,526.07715
59705,528.36035
59706,539.1726
59707,530.2369
59708,652.78906
59709,381.58966
59710,440.42215
59711,554.8753
59712,633.94794
59713,804.27386
59714,582.5922
59715,734.2067
59716,806.64014
59717,612.0787
59718,883.5765
59719,747.75385
59720,829.6379
59721,1011.36066
59722,737.6852
59723,577.53784
59724,600.74963
59725,784.15295
59726,197.26595
59727,486.49948
59728,604.83234
59729,828.8681
59730,341.40372
59731,862.6225
59732,563.34344
59733,1045.2208
59734,606.181
59735,666.7023
59736,588.9132
59737,553.3328
59738,519.0238
59739,539.8092
59740,804.1827
59741,473.79233
59742,424.64468
59743,731.8759
59744,791.5902
59745,457.87393
59746,671.2433
59747,810.3518
59748,631.7877
59749,570.29816
59750,674.93835
59751,498.552
59752,606.0665
59753,696.84845
59754,667.84125
59755,645.3646
59756,458.93808
59757,667.47815
59758,633.52124
59759,497.23068
59760,633.13416
59761,741.2508
59762,447.2313
59763,689.2185
59764,491.06595
59765,221.23024
59766,519.5337
59767,463.70544
59768,744.6605
59769,518.7699
59770,774.8675
59771,542.6642
59772,557.79456
59773,633.33795
59774,715.8997
59775,523.7453
59776,896.8025
59777,615.49194
59778,496.69708
59779,508.37366
59780,543.12213
59781,667.715
59782,576.1994
59783,741.19147
59784,467.48877
59785,745.222
59786,514.62476
59787,484.56573
59788,485.9818
59789,882.6826
59790,475.9547
59791,810.0741
59792,618.48114
59793,945.1401
59794,503.4074
59795,866.6892
59796,542.6642
59797,512.40356
59798,748.4021
59799,514.29034
59800,551.417
59801,355.37015
59802,265.16476
59803,506.61844
59804,504.65106
59805,580.0362
59806,853.311
59807,580.32074
59808,490.37906
59809,659.23566
59810,543.83435
59811,806.02625
59812,575.513
59813,595.41345
59814,563.79834
59815,259.3088
59816,561.28613
59817,683.5399
59818,612.28
59819,503.82126
59820,874.626
59821,719.19434
59822,527.76215
59823,701.888
59824,529.6388
59825,845.4358
59826,552.36316
59827,573.5328
59828,536.14496
59829,618.18823
59830,399.1202
59831,444.6002
59832,621.31134
59833,433.96634
59834,560.3102
59835,491.15494
59836,578.0653
59837,627.13153
59838,538.3052
59839,464.4883
59840,658.5552
59841,485.63452
59842,543.6722
59843,583.8381
59844,712.57855
59845,555.85474
59846,581.6443
59847,621.9119
59848,645.3581
59849,570.71936
59850,554.44965
59851,472.851
59852,615.5886
59853,596.0242
59854,563.0033
59855,609.4466
59856,662.21423
59857,472.97556
59858,673.6298
59859,539.7123
59860,599.22833
59861,504.23178
59862,658.999
59863,185.28381
59864,806.21716
59865,920.80084
59866,1015.4817
59867,1000.5419
59868,507.74808
59869,503.494
59870,777.7024
59871,780.1561
59872,570.89
59873,428.306
59874,586.40295
59875,523.35425
59876,575.12506
59877,269.15878
59878,445.10263
59879,582.3309
59880,756.4174
59881,692.6969
59882,699.8627
59883,478.58136
59884,481.605
59885,854.3588
59886,802.0741
59887,509.10886
59888,637.45447
59889,779.57825
59890,667.3271
59891,558.57043
59892,449.228
59893,574.1245
59894,1033.7856
59895,709.2849
59896,939.62213
59897,893.6249
59898,543.4971
59899,788.4886
59900,636.8084
59901,694.1518
59902,397.75284
59903,789.1565
59904,547.4787
59905,540.19916
59906,481.91397
59907,605.78357
59908,225.22429
59909,563.11554
59910,702.3943
59911,410.94336
59912,489.8407
59913,602.40784
59914,583.73926
59915,816.2594
59916,836.2199
59917,659.9222
59918,569.13776
59919,567.10547
59920,666.3649
59921,741.6792
59922,587.5397
59923,543.8345
59924,429.20685
59925,453.89438
59926,840.86273
59927,528.1075
59928,804.6364
59929,769.4914
59930,484.84717
59931,356.38977
59932,863.7712
59933,733.93756
59934,734.86816
59935,379.94427
59936,465.65063
59937,661.7669
59938,652.9525
59939,389.04718
59940,486.56946
59941,625.19086
59942,616.54675
59943,463.45102
59944,418.99503
59945,426.66513
59946,997.5292
59947,534.25684
59948,773.3903
59949,701.90356
59950,553.82227
59951,676.2867
59952,667.0492
59953,340.58533
59954,785.9342
59955,465.62662
59956,808.4867
59957,571.3873
59958,750.5858
59959,800.41815
59960,225.22429
59961,669.119
59962,517.8277
59963,189.27786
59964,633.08356
59965,644.1934
59966,845.4054
59967,599.04004
59968,508.11362
59969,679.14856
59970,703.17017
59971,510.07584
59972,452.67313
59973,592.48804
59974,785.08044
59975,692.86084
59976,832.5947
59977,496.26837
59978,584.34937
59979,860.2991
59980,541.3938
59981,547.0579
59982,1012.2309
59983,496.94223
59984,359.0907
59985,578.4513
59986,643.03577
59987,523.2821
59988,858.2568
59989,518.99884
59990,716.4573
59991,614.7407
59992,527.14594
59993,225.22429
59994,721.30396
59995,531.80145
59996,476.32358
59997,560.8982
59998,484.0827
59999,773.0575
60000,528.85675
60001,864.6746
60002,519.09393
60003,551.2943
60004,712.9657
60005,794.72046
60006,497.26566
60007,712.3667
60008,535.8655
60009,700.7242
60010,524.2013
60011,545.2734
60012,475.71555
60013,644.08624
60014,590.3714
60015,428.08945
60016,479.63077
60017,181.28976
60018,654.17316
60019,368.18674
60020,849.92633
60021,601.799
60022,849.81366
60023,221.82774
60024,383.8622
60025,604.4362
60026,713.5496
60027,794.5884
60028,607.73444
60029,479.77893
60030,767.09424
60031,462.68735
60032,499.98892
60033,554.3029
60034,618.98517
60035,848.7489
60036,725.7162
60037,758.24426
60038,630.5239
60039,479.97418
60040,392.71152
60041,507.3601
60042,637.2175
60043,797.4691
60044,510.9794
60045,491.84183
60046,502.11542
60047,513.4863
60048,528.0872
60049,548.1428
60050,562.13806
60051,552.92444
60052,453.04617
60053,729.6276
60054,674.46136
60055,704.1377
60056,446.99564
60057,467.65744
60058,455.85757
60059,185.28381
60060,548.9728
60061,201.8575
60062,722.638
60063,577.2683
60064,528.8822
60065,625.1919
60066,714.35095
60067,590.98315
60068,660.49493
60069,546.8252
60070,747.7852
60071,488.83325
60072,868.62787
60073,541.601
60074,553.915
60075,427.53433
60076,862.7949
60077,701.76843
60078,644.08624
60079,259.3088
60080,839.69885
60081,812.2933
60082,669.41956
60083,930.807
60084,562.5451
60085,710.4714
60086,518.1438
60087,464.89548
60088,599.82263
60089,795.2827
60090,673.35205
60091,521.42163
60092,791.8593
60093,607.34485
60094,655.7553
60095,221.23024
60096,591.71216
60097,378.70755
60098,468.17648
60099,493.1466
60100,717.52454
60101,517.01733
60102,427.25662
60103,610.96436
60104,688.4054
60105,496.94058
60106,687.7705
60107,460.11844
60108,824.0597
60109,479.5862
60110,745.7309
60111,782.38934
60112,672.5216
60113,1079.0681
60114,380.31775
60115,540.54224
60116,642.0106
60117,506.57272
60118,1020.8746
60119,712.48846
60120,900.52563
60121,733.7043
60122,735.19934
60123,723.8878
60124,351.59235
60125,517.61206
60126,558.09955
60127,530.6421
60128,640.66986
60129,464.06796
60130,887.8055
60131,855.7135
60132,421.1272
60133,616.25446
60134,512.7915
60135,201.8575
60136,478.28152
60137,645.48706
60138,520.0858
60139,477.47156
60140,528.5586
60141,358.8618
60142,791.9121
60143,778.2929
60144,792.4968
60145,704.81866
60146,806.917
60147,523.178
60148,798.70416
60149,649.8354
60150,574.8254
60151,796.22314
60152,1246.2775
60153,659.71906
60154,651.0695
60155,748.5627
60156,535.0002
60157,581.72955
60158,506.796
60159,653.0907
60160,583.27216
60161,521.80963
60162,479.7147
60163,321.67892
60164,875.96106
60165,633.08673
60166,645.73315
60167,919.6765
60168,586.32526
60169,445.6859
60170,786.5809
60171,759.37396
60172,775.59125
60173,547.00775
60174,702.18024
60175,694.4313
60176,583.27405
60177,269.15878
60178,496.10938
60179,736.996
60180,483.50516
60181,599.2576
60182,567.954
60183,914.7525
60184,531.8714
60185,793.89954
60186,515.99023
60187,579.84406
60188,507.21793
60189,464.98746
60190,657.8743
60191,640.2779
60192,790.38416
60193,796.6742
60194,558.44293
60195,860.2942
60196,471.43594
60197,656.4643
60198,973.43134
60199,725.09894
60200,468.9531
60201,589.683
60202,487.11444
60203,747.3161
60204,765.1922
60205,769.2309
60206,555.3602
60207,669.2477
60208,619.645
60209,636.96313
60210,562.52
60211,879.18536
60212,486.47427
60213,737.7502
60214,459.3574
60215,608.13226
60216,523.2738
60217,991.62756
60218,337.05765
60219,842.23004
60220,526.9424
60221,665.32654
60222,949.0413
60223,597.1626
60224,855.6432
60225,488.302
60226,602.0976
60227,485.26413
60228,804.0389
60229,514.7313
60230,507.71887
60231,535.83997
60232,469.1559
60233,595.8993
60234,472.92703
60235,599.2113
60236,562.0621
60237,449.228
60238,433.03143
60239,516.1943
60240,769.58075
60241,699.2457
60242,786.0115
60243,799.95544
60244,526.6686
60245,892.5237
60246,771.8894
60247,480.80682
60248,846.5215
60249,785.0306
60250,538.3967
60251,544.87683
60252,552.12213
60253,500.88876
60254,529.6603
60255,428.306
60256,654.5687
60257,562.39404
60258,526.758
60259,673.2003
60260,865.92096
60261,550.62683
60262,461.28833
60263,575.8009
60264,579.5814
60265,819.9451
60266,452.86172
60267,815.13855
60268,532.64734
60269,497.68823
60270,559.4215
60271,828.97076
60272,376.2673
60273,593.51196
60274,551.2692
60275,547.24207
60276,685.0514
60277,538.4428
60278,840.55774
60279,871.1775
60280,460.3731
60281,512.1051
60282,554.3029
60283,704.2373
60284,518.79535
60285,388.96335
60286,537.4707
60287,503.08304
60288,581.55493
60289,687.83606
60290,516.6685
60291,982.85486
60292,507.13113
60293,265.16476
60294,487.96228
60295,603.6685
60296,539.2588
60297,239.2877
60298,538.8797
60299,467.2161
60300,565.6543
60301,567.5634
60302,890.26184
60303,815.5631
60304,205.25404
60305,520.0562
60306,851.68384
60307,573.00085
60308,512.1875
60309,446.81192
60310,717.57587
60311,517.6829
60312,573.9822
60313,847.10364
60314,714.3822
60315,205.25404
60316,615.3837
60317,560.9742
60318,816.07196
60319,686.6252
60320,625.6739
60321,740.414
60322,536.78253
60323,788.7556
60324,561.6941
60325,824.56757
60326,561.81226
60327,362.7712
60328,205.25404
60329,598.0376
60330,597.86304
60331,695.20715
60332,814.9272
60333,550.49335
60334,878.3459
60335,796.9027
60336,594.3385
60337,647.30597
60338,513.1913
60339,652.3924
60340,429.08188
60341,460.8053
60342,775.56696
60343,595.3877
60344,476.32358
60345,615.6701
60346,691.59503
60347,374.76797
60348,1036.7395
60349,455.5329
60350,838.5548
60351,615.568
60352,851.57916
60353,257.17667
60354,558.2261
60355,607.771
60356,515.8376
60357,269.15878
60358,433.26038
60359,679.6937
60360,551.0707
60361,678.0597
60362,858.8107
60363,684.8663
60364,756.9781
60365,482.53088
60366,548.1656
60367,795.11743
60368,763.48755
60369,530.4086
60370,760.72943
60371,604.92175
60372,476.13913
60373,572.4907
60374,606.24457
60375,345.55423
60376,846.7206
60377,505.34265
60378,774.6441
60379,685.22925
60380,476.82095
60381,490.50476
60382,533.28326
60383,495.92496
60384,511.18967
60385,875.9387
60386,706.0194
60387,516.6913
60388,535.452
60389,861.8124
60390,473.01642
60391,573.9612
60392,639.06195
60393,480.60275
60394,500.47195
60395,475.7512
60396,556.8152
60397,571.3981
60398,467.78854
60399,698.9869
60400,539.35706
60401,885.3526
60402,523.36145
60403,518.6462
60404,753.14
60405,600.2472
60406,625.4124
60407,746.18024
60408,788.1836
60409,824.49347
60410,580.7854
60411,539.8961
60412,450.12698
60413,831.79755
60414,636.23175
60415,699.06854
60416,197.26595
60417,878.53534
60418,496.71902
60419,608.7119
60420,637.05054
60421,676.4962
60422,604.34937
60423,542.1068
60424,582.3567
60425,472.35464
60426,671.2082
60427,577.3817
60428,495.65143
60429,740.1349
60430,562.24646
60431,553.95953
60432,492.76852
60433,500.1166
60434,563.7816
60435,564.3783
60436,532.80756
60437,527.85815
60438,628.27515
60439,528.476
60440,611.40857
60441,547.92914
60442,1002.6803
60443,737.6597
60444,640.8269
60445,269.15878
60446,974.05334
60447,567.10547
60448,767.8445
60449,846.19324
60450,634.40204
60451,535.72864
60452,612.9098
60453,512.9168
60454,680.26135
60455,696.28357
60456,791.5289
60457,628.568
60458,644.89636
60459,528.8404
60460,588.43164
60461,839.3939
60462,522.8784
60463,795.01575
60464,372.996
60465,815.7921
60466,585.1725
60467,517.8952
60468,775.21564
60469,845.91455
60470,500.03574
60471,456.44205
60472,589.4952
60473,470.21133
60474,463.63513
60475,829.32605
60476,587.534
60477,515.3037
60478,632.5621
60479,1071.602
60480,515.33997
60481,459.2112
60482,459.66653
60483,189.27786
60484,709.1313
60485,530.7693
60486,452.6582
60487,551.402
60488,704.33563
60489,511.8879
60490,651.58374
60491,881.1423
60492,722.45355
60493,1031.3494
60494,623.9062
60495,525.4757
60496,517.93005
60497,239.2877
60498,620.44
60499,253.18263
60500,496.98035
60501,526.63904
60502,907.5913
60503,598.8114
60504,767.06854
60505,724.8435
60506,494.87357
60507,1199.5636
60508,872.1754
60509,627.7281
60510,559.03735
60511,577.3396
60512,241.79799
60513,704.5725
60514,490.81714
60515,756.75116
60516,476.32358
60517,580.6276
60518,616.0357
60519,516.74713
60520,660.98645
60521,944.1034
60522,656.1415
60523,436.38312
60524,912.6347
60525,573.8852
60526,535.2648
60527,573.11084
60528,528.7677
60529,531.1206
60530,384.5814
60531,673.2991
60532,556.571
60533,971.2977
60534,474.36014
60535,556.7257
60536,832.75415
60537,803.24725
60538,488.42725
60539,502.70465
60540,848.23395
60541,757.33606
60542,996.76825
60543,524.63983
60544,948.9695
60545,811.7615
60546,881.2102
60547,503.48053
60548,605.8376
60549,659.0513
60550,508.0295
60551,628.47864
60552,944.0977
60553,528.6278
60554,993.0057
60555,349.63724
60556,518.31195
60557,854.5775
60558,721.9773
60559,786.3153
60560,509.20117
60561,482.75595
60562,1035.229
60563,585.4094
60564,525.68915
60565,887.12146
60566,714.8104
60567,493.93118
60568,625.2354
60569,567.1309
60570,580.9912
60571,398.73224
60572,530.66266
60573,519.2969
60574,1228.8578
60575,643.4846
60576,559.75977
60577,533.6347
60578,705.7904
60579,587.9562
60580,638.77094
60581,682.8469
60582,495.7214
60583,518.7731
60584,734.8879
60585,493.87668
60586,824.21906
60587,539.5071
60588,517.0591
60589,468.56445
60590,538.6352
60591,201.8575
60592,648.2644
60593,634.6261
60594,533.1304
60595,781.07367
60596,875.77277
60597,800.93677
60598,579.7341
60599,503.12732
60600,485.26413
60601,609.3813
60602,741.9658
60603,546.3403
60604,493.4697
60605,540.93243
60606,770.74457
60607,507.1909
60608,534.5668
60609,672.01917
60610,576.46185
60611,743.5713
60612,512.7915
60613,767.4976
60614,953.09406
60615,442.35266
60616,471.88913
60617,990.36975
60618,241.79799
60619,579.7932
60620,528.15784
60621,686.93085
60622,505.03235
60623,879.23956
60624,632.9945
60625,688.2526
60626,680.4903
60627,545.0503
60628,685.63635
60629,815.533
60630,528.042
60631,504.4091
60632,971.1211
60633,557.79456
60634,394.13446
60635,449.09665
60636,492.44424
60637,669.2745
60638,543.8562
60639,890.212
60640,516.08734
60641,673.7821
60642,726.94366
60643,456.85577
60644,439.58493
60645,926.2707
60646,458.79556
60647,512.8866
60648,1012.1236
60649,769.5172
60650,589.52954
60651,676.25006
60652,710.72546
60653,390.5152
60654,632.3077
60655,774.0133
60656,523.43823
60657,496.97928
60658,673.2421
60659,816.1622
60660,622.2047
60661,706.4196
60662,653.6051
60663,221.23024
60664,672.1169
60665,508.07993
60666,912.1342
60667,499.41653
60668,948.72766
60669,495.55072
60670,545.58344
60671,618.53766
60672,528.34393
60673,518.083
60674,634.1158
60675,747.9715
60676,562.0621
60677,683.18054
60678,657.8374
60679,378.77646
60680,513.9554
60681,514.14905
60682,856.559
60683,513.17944
60684,872.7137
60685,713.4666
60686,621.9918
60687,900.57623
60688,550.6667
60689,534.1677
60690,538.3488
60691,498.7335
60692,574.9361
60693,888.61475
60694,327.20764
60695,619.5565
60696,508.4946
60697,650.64496
60698,949.917
60699,448.70868
60700,570.58563
60701,649.6337
60702,872.02637
60703,560.15564
60704,791.2428
60705,468.49448
60706,881.63666
60707,523.7494
60708,205.25404
60709,612.341
60710,532.99866
60711,629.92676
60712,774.40125
60713,857.99677
60714,526.1856
60715,629.72656
60716,853.3784
60717,444.12317
60718,734.4501
60719,860.01794
60720,609.8567
60721,253.18263
60722,764.7107
60723,789.7811
60724,510.98486
60725,843.1276
60726,633.33795
60727,922.93774
60728,943.3663
60729,557.6152
60730,956.7855
60731,881.9515
60732,714.5545
60733,531.50854
60734,546.0719
60735,506.9364
60736,181.88727
60737,629.417
60738,854.70825
60739,599.56885
60740,547.4394
60741,829.7201
60742,376.8924
60743,454.20322
60744,641.11523
60745,830.65497
60746,551.75256
60747,1024.1741
60748,446.0712
60749,480.20316
60750,883.6209
60751,786.21686
60752,558.9584
60753,515.0254
60754,257.17667
60755,720.0873
60756,558.36694
60757,779.3357
60758,265.16476
60759,849.3885
60760,513.27454
60761,495.5534
60762,361.7253
60763,608.15894
60764,589.99493
60765,615.9571
60766,642.5535
60767,466.72595
60768,487.66336
60769,636.7342
60770,624.96844
60771,481.26736
60772,759.1059
60773,471.00818
60774,856.7314
60775,790.0508
60776,564.7367
60777,581.9238
60778,738.78436
60779,859.7136
60780,617.47626
60781,458.3737
60782,593.19366
60783,447.42908
60784,758.7765
60785,518.99884
60786,481.26736
60787,470.98114
60788,935.06274
60789,899.0947
60790,557.0946
60791,700.34
60792,751.3256
60793,624.8615
60794,517.83496
60795,741.46344
60796,678.91296
60797,569.02185
60798,695.20715
60799,790.92474
60800,768.11066
60801,751.3277
60802,859.7518
60803,797.6604
60804,513.2423
60805,613.3483
60806,898.3174
60807,859.4213
60808,487.42325
60809,325.07547
60810,812.19244
60811,633.87933
60812,629.115
60813,664.5586
60814,589.89813
60815,550.45447
60816,553.4273
60817,642.0106
60818,798.37225
60819,485.01486
60820,633.33795
60821,838.78076
60822,239.2877
60823,560.21735
60824,437.7892
60825,619.9436
60826,632.3077
60827,736.5438
60828,610.63666
60829,852.67944
60830,764.06
60831,489.01962
60832,620.904
60833,530.6046
60834,661.2313
60835,594.484
60836,613.30505
60837,866.1184
60838,543.1473
60839,508.58932
60840,800.54407
60841,557.4089
60842,525.34814
60843,515.8637
60844,557.04364
60845,265.16476
60846,585.6355
60847,520.25665
60848,530.4341
60849,637.58606
60850,640.7107
60851,768.73486
60852,773.4603
60853,716.0671
60854,396.608
60855,514.89026
60856,571.19495
60857,548.1656
60858,534.1677
60859,844.7808
60860,491.61288
60861,501.69974
60862,641.69464
60863,1044.7808
60864,552.7546
60865,415.30786
60866,835.439
60867,527.9589
60868,586.1914
60869,498.1129
60870,524.0423
60871,861.04596
60872,201.8575
60873,640.12964
60874,644.7925
60875,377.71262
60876,582.7188
60877,614.0546
60878,720.62823
60879,738.2008
60880,425.29776
60881,754.08887
60882,573.4976
60883,467.45886
60884,557.979
60885,504.01807
60886,744.996
60887,523.36285
60888,594.5853
60889,759.11145
60890,414.70123
60891,480.30444
60892,835.44293
60893,781.9885
60894,575.41797
60895,727.61145
60896,557.2285
60897,487.50433
60898,807.25037
60899,1158.9872
60900,529.4502
60901,403.14948
60902,837.27203
60903,263.30286
60904,607.4784
60905,638.32513
60906,472.27863
60907,866.01184
60908,461.6763
60909,644.47424
60910,618.59717
60911,592.8192
60912,522.93414
60913,777.8419
60914,487.50433
60915,695.411
60916,596.8716
60917,817.89087
60918,704.60754
60919,615.4935
60920,604.7258
60921,730.98865
60922,820.0151
60923,507.29395
60924,540.1315
60925,530.14307
60926,522.6749
60927,576.9634
60928,758.72034
60929,545.2718
60930,544.3111
60931,921.48645
60932,904.1826
60933,691.805
60934,462.64508
60935,480.72202
60936,821.9358
60937,635.8438
60938,932.0007
60939,415.28418
60940,225.22429
60941,1108.2733
60942,527.18384
60943,531.3145
60944,512.29706
60945,596.3571
60946,530.6471
60947,935.9919
60948,364.79556
60949,531.4215
60950,523.64734
60951,838.764
60952,599.35187
60953,624.89197
60954,659.1463
60955,756.6851
60956,523.3554
60957,971.65393
60958,756.11646
60959,759.9579
60960,661.1179
60961,635.0122
60962,549.7425
60963,637.2191
60964,554.58435
60965,835.73535
60966,622.1475
60967,743.6143
60968,628.6268
60969,1038.4412
60970,873.90027
60971,665.3454
60972,474.15326
60973,674.1816
60974,496.70084
60975,824.068
60976,581.52985
60977,533.90485
60978,554.04175
60979,523.026
60980,467.78854
60981,932.9139
60982,515.5772
60983,468.76797
60984,590.16034
60985,597.1626
60986,728.5714
60987,633.6444
60988,556.6498
60989,575.71655
60990,534.12915
60991,587.78467
60992,796.4333
60993,527.24097
60994,177.29572
60995,958.52203
60996,609.9461
60997,944.2563
60998,660.0116
60999,567.95135
61000,593.5565
61001,572.0067
61002,543.90405
61003,643.3804
61004,647.02075
61005,796.2798
61006,428.13834
61007,720.0873
61008,771.6537
61009,782.1353
61010,269.15878
61011,907.62976
61012,566.51404
61013,504.07288
61014,378.29535
61015,484.9537
61016,503.48053
61017,474.45377
61018,353.27133
61019,625.8101
61020,585.98785
61021,956.06525
61022,766.5913
61023,743.7912
61024,531.41345
61025,915.5273
61026,591.17145
61027,1005.8407
61028,598.212
61029,499.49258
61030,205.25404
61031,594.65436
61032,603.46533
61033,485.58472
61034,557.79456
61035,633.63007
61036,516.8843
61037,940.0743
61038,821.85284
61039,564.96216
61040,865.0447
61041,452.58826
61042,758.3827
61043,615.1056
61044,696.8563
61045,725.67163
61046,694.7687
61047,507.35077
61048,353.03378
61049,580.61847
61050,808.5714
61051,643.51526
61052,482.4639
61053,808.71985
61054,1024.368
61055,574.01227
61056,558.33344
61057,882.54895
61058,746.4684
61059,573.5328
61060,802.1056
61061,557.92474
61062,509.8723
61063,587.68835
61064,647.8953
61065,552.9508
61066,555.6839
61067,529.86163
61068,508.23108
61069,562.5922
61070,529.4037
61071,772.6732
61072,527.7184
61073,532.35474
61074,735.80945
61075,225.22429
61076,572.626
61077,529.9893
61078,601.8181
61079,815.3596
61080,695.6235
61081,559.8103
61082,513.4609
61083,514.4384
61084,920.99677
61085,577.7648
61086,841.35913
61087,541.7802
61088,380.6573
61089,856.4195
61090,762.5275
61091,511.4432
61092,552.36316
61093,902.9985
61094,503.89957
61095,749.6911
61096,522.69336
61097,185.28381
61098,523.8699
61099,503.96356
61100,566.51404
61101,601.0065
61102,554.7853
61103,761.7633
61104,181.28976
61105,722.45355
61106,435.29526
61107,491.84183
61108,344.32895
61109,563.4061
61110,947.50635
61111,544.4765
61112,703.6659
61113,613.90906
61114,701.2563
61115,599.1974
61116,411.6273
61117,652.664
61118,768.2174
61119,408.52017
61120,500.69223
61121,377.5956
61122,500.38556
61123,498.39755
61124,636.8296
61125,718.41187
61126,660.29114
61127,589.32764
61128,746.32837
61129,665.3346
61130,593.0836
61131,503.2632
61132,501.6298
61133,584.2706
61134,496.45816
61135,422.70462
61136,567.40894
61137,598.4219
61138,1126.9373
61139,766.1158
61140,471.45227
61141,358.24484
61142,772.88794
61143,809.57806
61144,803.134
61145,860.9265
61146,812.42096
61147,239.2877
61148,584.24133
61149,526.5128
61150,550.0384
61151,824.26465
61152,261.76822
61153,820.89233
61154,552.93555
61155,872.5867
61156,937.9348
61157,976.6666
61158,455.96536
61159,797.0753
61160,582.0323
61161,768.2929
61162,597.7541
61163,784.22107
61164,906.5706
61165,677.4506
61166,609.3217
61167,568.06586
61168,197.26595
61169,506.71002
61170,974.75806
61171,560.2574
61172,239.2877
61173,468.7784
61174,543.03613
61175,792.20917
61176,542.27625
61177,564.20276
61178,498.29297
61179,241.79799
61180,426.7142
61181,880.5629
61182,765.88837
61183,771.3567
61184,689.3776
61185,545.5578
61186,1117.4758
61187,818.8069
61188,926.25134
61189,594.4469
61190,491.15494
61191,897.8478
61192,699.74854
61193,859.4847
61194,788.3901
61195,340.84766
61196,837.8337
61197,592.8168
61198,629.82697
61199,550.9764
61200,452.58826
61201,456.6268
61202,509.60052
61203,557.6014
61204,500.76486
61205,578.03827
61206,823.10925
61207,543.9889
61208,575.6274
61209,811.65344
61210,435.2892
61211,700.88055
61212,530.7603
61213,820.17346
61214,591.9232
61215,640.14874
61216,437.11618
61217,839.3494
61218,628.86975
61219,831.0814
61220,727.54144
61221,456.35336
61222,522.6749
61223,463.6773
61224,491.3782
61225,627.3088
61226,609.44415
61227,390.9102
61228,487.7333
61229,513.0714
61230,406.86053
61231,485.46796
61232,601.1149
61233,866.89435
61234,599.1978
61235,514.5844
61236,1036.5106
61237,877.2095
61238,602.30145
61239,565.8351
61240,617.37616
61241,798.342
61242,514.89185
61243,619.2761
61244,716.92676
61245,541.5954
61246,561.6041
61247,221.23024
61248,558.55817
61249,410.77798
61250,500.3769
61251,730.2804
61252,631.6175
61253,725.67847
61254,269.15878
61255,510.3938
61256,547.1922
61257,686.1967
61258,601.9021
61259,398.27432
61260,528.58734
61261,619.0281
61262,685.32574
61263,637.7126
61264,373.31155
61265,584.2516
61266,542.84863
61267,511.61295
61268,404.32242
61269,653.88025
61270,609.7807
61271,461.39676
61272,574.66113
61273,578.8202
61274,973.2535
61275,741.76196
61276,691.32764
61277,702.2095
61278,698.17126
61279,679.00244
61280,840.06305
61281,1020.27673
61282,474.77176
61283,482.6268
61284,450.15225
61285,503.96356
61286,189.27786
61287,785.31354
61288,506.19626
